frame,prevSprite,thisSprite,x,y,width,height,velocityX,velocityY,preVelocityX,preVelocityY,changeConfidence
443,regSmario4,regSmario4,181.0,310.0,18,26,1.0,0.0,5.0,0.0,0.859236717224
444,regSmario4,regSmario5,183.0,311.0,22,24,2.0,1.0,1.0,0.0,0.858436793089
445,regSmario5,regSmario6,183.0,310.0,26,26,0.0,-1.0,2.0,1.0,0.8421677351
446,regSmario6,regSmario6,184.0,310.0,26,26,1.0,0.0,0.0,-1.0,0.827967435122
447,regSmario6,regSmario4,189.0,310.0,18,26,5.0,0.0,1.0,0.0,0.844287633896
448,regSmario4,regSmario4,191.0,310.0,18,26,2.0,0.0,5.0,0.0,0.870915681124
449,regSmario4,regSmario5,192.0,311.0,22,24,1.0,1.0,2.0,0.0,0.82427507639
450,regSmario5,regSmario6,192.0,310.0,26,26,0.0,-1.0,1.0,1.0,0.763201892376
451,regSmario6,regSmario6,192.0,310.0,26,26,0.0,0.0,0.0,-1.0,0.720068454742
452,regSmario6,regSmario4G,194.0,310.0,18,26,2.0,0.0,0.0,0.0,0.639932662248
453,regSmario4G,regSmario4G,194.0,310.0,18,26,0.0,0.0,2.0,0.0,0.61514890194
454,regSmario4G,regSmario5,194.0,311.0,22,24,0.0,1.0,0.0,0.0,0.590633362532
455,regSmario5,regSmario6,192.0,310.0,26,26,-2.0,-1.0,0.0,1.0,0.57055619359
456,regSmario6,None,192.0,310.0,0,0,0.0,0.0,-2.0,-1.0,0.797143131495
457,None,regSmario4G,194.0,310.0,18,26,9.0,13.0,0.0,0.0,0.838891714812
458,regSmario4G,regSmario4G,194.0,310.0,18,26,0.0,0.0,9.0,13.0,0.676264971495
459,regSmario4G,regSmario5,194.0,311.0,22,24,0.0,1.0,0.0,0.0,0.59899097681
460,regSmario5,regSmario6,192.0,310.0,26,26,-2.0,-1.0,0.0,1.0,0.531638294459
461,regSmario6,None,192.0,310.0,0,0,0.0,0.0,-2.0,-1.0,0.770020574332
462,None,regSmario4G,194.0,310.0,18,26,9.0,13.0,0.0,0.0,0.845360159874
463,regSmario4G,regSmario4G,194.0,310.0,18,26,0.0,0.0,9.0,13.0,0.667925536632
464,regSmario4G,RregMario8,196.5,310.0,27,26,2.5,0.0,0.0,0.0,0.600248038769
465,RregMario8,regSmario8,195.0,310.0,22,26,-1.5,0.0,2.5,0.0,0.564695417881
466,regSmario8,regSmario8,195.0,310.0,22,26,0.0,0.0,-1.5,0.0,0.593902349472
467,regSmario8,regSmario4,194.0,310.0,18,26,-1.0,0.0,0.0,0.0,0.699805706739
468,regSmario4,regSmario7,192.5,304.0,27,26,-1.5,-6.0,-1.0,0.0,0.805821716785
469,regSmario7,regSmario7,192.5,284.0,27,26,0.0,-20.0,-1.5,-6.0,0.845515608787
470,regSmario7,regSmario7,192.5,273.0,27,26,0.0,-11.0,0.0,-20.0,0.872475832701
471,regSmario7,regSmario7,193.5,263.0,27,26,1.0,-10.0,0.0,-11.0,0.868090629577
472,regSmario7,regSmario7,192.5,254.0,27,26,-1.0,-9.0,1.0,-10.0,0.865847766399
473,regSmario7,regSmario7,193.5,255.0,27,26,1.0,1.0,-1.0,-9.0,0.867500424385
474,regSmario7,regSmario7,193.5,263.0,27,26,0.0,8.0,1.0,1.0,0.858105838299
475,regSmario7,regSmario7,192.5,273.0,27,26,-1.0,10.0,0.0,8.0,0.863585263491
476,regSmario7,regSmario7,192.5,283.0,27,26,0.0,10.0,-1.0,10.0,0.81654804945
477,regSmario7,regSmario7,192.5,304.0,27,26,0.0,21.0,0.0,10.0,0.696753650903
478,regSmario7,RregSmario13,163.0,139.0,24,24,-29.5,-165.0,0.0,21.0,0.621732324362
479,RregSmario13,RregMario8,193.5,297.0,27,26,30.5,158.0,-29.5,-165.0,0.673186779022
480,RregMario8,RregMario8,193.5,284.0,27,26,0.0,-13.0,30.5,158.0,0.760921567678
481,RregMario8,RregMario8,193.5,273.0,27,26,0.0,-11.0,0.0,-13.0,0.842257857323
482,RregMario8,RregMario8,193.5,259.0,27,26,0.0,-14.0,0.0,-11.0,0.891339629889
483,RregMario8,RregMario8,193.5,251.0,27,26,0.0,-8.0,0.0,-14.0,0.883707940578
484,RregMario8,RregMario8,193.5,246.0,27,26,0.0,-5.0,0.0,-8.0,0.885826468467
485,RregMario8,RregMario8,193.5,244.0,27,26,0.0,-2.0,0.0,-5.0,0.893251031637
486,RregMario8,RregMario8,193.5,246.0,27,26,0.0,2.0,0.0,-2.0,0.893911004066
487,RregMario8,RregMario8,193.5,252.0,27,26,0.0,6.0,0.0,2.0,0.891014695167
488,RregMario8,RregMario8,193.5,259.0,27,26,0.0,7.0,0.0,6.0,0.885460317135
489,RregMario8,RregMario8,193.5,275.0,27,26,0.0,16.0,0.0,7.0,0.876792758703
490,RregMario8,RregMario8,193.5,288.0,27,26,0.0,13.0,0.0,16.0,0.87617495656
491,RregMario8,RregMario8,193.5,288.0,27,26,0.0,0.0,0.0,13.0,0.85848775506
492,RregMario8,RregMario8,193.5,275.0,27,26,0.0,-13.0,0.0,0.0,0.836686491966
493,RregMario8,RregMario8,193.5,268.0,27,26,0.0,-7.0,0.0,-13.0,0.84465777874
494,RregMario8,RregMario8,193.5,263.0,27,26,0.0,-5.0,0.0,-7.0,0.849838674068
495,RregMario8,RregMario8,193.5,263.0,27,26,0.0,0.0,0.0,-5.0,0.841619223356
496,RregMario8,RregMario8,193.5,265.0,27,26,0.0,2.0,0.0,0.0,0.842362701892
497,RregMario8,RregMario8,193.5,273.0,27,26,0.0,8.0,0.0,2.0,0.869617253542
498,RregMario8,RregMario8,193.5,281.0,27,26,0.0,8.0,0.0,8.0,0.894789367914
499,RregMario8,RregMario8,193.5,299.0,27,26,0.0,18.0,0.0,8.0,0.889134049416
500,RregMario8,RregSmario3,194.0,310.0,22,26,0.5,11.0,0.0,18.0,0.790891528129
501,RregSmario3,regSmario6,192.0,310.0,26,26,-2.0,0.0,0.5,11.0,0.763366520405
502,regSmario6,regSmario6,192.0,310.0,26,26,0.0,0.0,-2.0,0.0,0.828842788935
503,regSmario6,regSmario4,194.0,310.0,18,26,2.0,0.0,0.0,0.0,0.849569290877
504,regSmario4,regSmario5,194.0,311.0,22,24,0.0,1.0,2.0,0.0,0.857623368502
505,regSmario5,regSmario5,194.0,311.0,22,24,0.0,0.0,0.0,1.0,0.85040563345
506,regSmario5,regSmario7,192.5,304.0,27,26,-1.5,-7.0,0.0,0.0,0.858713746071
507,regSmario7,regSmario7,192.5,284.0,27,26,0.0,-20.0,-1.5,-7.0,0.863183110952
508,regSmario7,regSmario7,192.5,273.0,27,26,0.0,-11.0,0.0,-20.0,0.867120444775
509,regSmario7,regSmario7,192.5,259.0,27,26,0.0,-14.0,0.0,-11.0,0.86893209815
510,regSmario7,regSmario7,192.5,254.0,27,26,0.0,-5.0,0.0,-14.0,0.770256906748
511,regSmario7,regSmario7,193.5,260.0,27,26,1.0,6.0,0.0,-5.0,0.771244376898
512,regSmario7,regSmario7,192.5,267.0,27,26,-1.0,7.0,1.0,6.0,0.863167732954
513,regSmario7,regSmario7,193.5,276.0,27,26,1.0,9.0,-1.0,7.0,0.862372428179
514,regSmario7,regSmario7,192.5,294.0,27,26,-1.0,18.0,1.0,9.0,0.871603935957
515,regSmario7,regSmario7,193.5,308.0,27,26,1.0,14.0,-1.0,18.0,0.866311371327
516,regSmario7,RregSmario3,194.0,310.0,22,26,0.5,2.0,1.0,14.0,0.847601801157
517,RregSmario3,RregMario8,193.5,304.0,27,26,-0.5,-6.0,0.5,2.0,0.861190587282
518,RregMario8,RregMario8,193.5,291.0,27,26,0.0,-13.0,-0.5,-6.0,0.886089980602
519,RregMario8,RregMario8,193.5,273.0,27,26,0.0,-18.0,0.0,-13.0,0.89342391491
520,RregMario8,RregMario8,193.5,263.0,27,26,0.0,-10.0,0.0,-18.0,0.887416630984
521,RregMario8,RregMario8,193.5,254.0,27,26,0.0,-9.0,0.0,-10.0,0.886552482844
522,RregMario8,RregMario8,193.5,257.0,27,26,0.0,3.0,0.0,-9.0,0.898187577725
523,RregMario8,RregMario8,193.5,263.0,27,26,0.0,6.0,0.0,3.0,0.88998618722
524,RregMario8,RregMario8,193.5,276.0,27,26,0.0,13.0,0.0,6.0,0.882878214121
525,RregMario8,RregMario8,193.5,289.0,27,26,0.0,13.0,0.0,13.0,0.878396749496
526,RregMario8,RregSmario3,195.0,310.0,22,26,1.5,21.0,0.0,13.0,0.718138575554
527,RregSmario3,regSmario7,191.5,309.0,27,26,-3.5,-1.0,1.5,21.0,0.600202411413
528,regSmario7,RregSmario13,176.0,140.0,24,24,-15.5,-169.0,-3.5,-1.0,0.623881727457
529,RregSmario13,regSmario4G,194.0,310.0,18,26,18.0,170.0,-15.5,-169.0,0.616779685021
530,regSmario4G,regSmario4G,194.0,310.0,18,26,0.0,0.0,18.0,170.0,0.622144967318
531,regSmario4G,RregSmario13,160.0,162.0,24,24,-34.0,-148.0,0.0,0.0,0.622186869383
532,RregSmario13,regSmario8,195.0,310.0,22,26,35.0,148.0,-34.0,-148.0,0.620091080666
533,regSmario8,regSmario6,192.0,310.0,26,26,-3.0,0.0,35.0,148.0,0.62926107645
534,regSmario6,regSmario4,194.0,310.0,18,26,2.0,0.0,-3.0,0.0,0.719287782907
535,regSmario4,regSmario4,194.0,310.0,18,26,0.0,0.0,2.0,0.0,0.808431237936
536,regSmario4,regSmario5,194.0,311.0,22,24,0.0,1.0,0.0,0.0,0.834859222174
537,regSmario5,regSmario6,192.0,310.0,26,26,-2.0,-1.0,0.0,1.0,0.841152489186
538,regSmario6,RregSmario3,194.0,310.0,22,26,2.0,0.0,-2.0,-1.0,0.836571305991
539,RregSmario3,RregSmario3,194.0,310.0,22,26,0.0,0.0,2.0,0.0,0.84671035409
540,RregSmario3,RregSmario3,194.0,310.0,22,26,0.0,0.0,0.0,0.0,0.846316874027
541,RregSmario3,RregSmario3,194.0,310.0,22,26,0.0,0.0,0.0,0.0,0.845016658306
542,RregSmario3,RregSmario5,193.0,311.0,22,24,-1.0,1.0,0.0,0.0,0.844217687845
543,RregSmario5,RregSmario6,193.0,310.0,26,26,0.0,-1.0,-1.0,1.0,0.832149237395
544,RregSmario6,RregMario8,191.5,291.0,27,26,-1.5,-19.0,0.0,-1.0,0.846099495888
545,RregMario8,RregMario8,190.5,279.0,27,26,-1.0,-12.0,-1.5,-19.0,0.867599785328
546,RregMario8,RregMario8,188.5,263.0,27,26,-2.0,-16.0,-1.0,-12.0,0.870463609696
547,RregMario8,RregMario8,187.5,254.0,27,26,-1.0,-9.0,-2.0,-16.0,0.880370378495
548,RregMario8,RregMario8,183.5,246.0,27,26,-4.0,-8.0,-1.0,-9.0,0.881649494171
549,RregMario8,RregMario8,180.5,234.0,27,26,-3.0,-12.0,-4.0,-8.0,0.877902209759
550,RregMario8,RregMario8,178.5,228.0,27,26,-2.0,-6.0,-3.0,-12.0,0.877674043178
551,RregMario8,RregMario8,174.5,218.0,27,26,-4.0,-10.0,-2.0,-6.0,0.874192178249
552,RregMario8,RregMario8,171.5,214.0,27,26,-3.0,-4.0,-4.0,-10.0,0.871869474649
553,RregMario8,RregMario8,167.5,210.0,27,26,-4.0,-4.0,-3.0,-4.0,0.879270136356
554,RregMario8,RregMario8,163.5,206.0,27,26,-4.0,-4.0,-4.0,-4.0,0.8774112463
555,RregMario8,RregMario8,158.5,204.0,27,26,-5.0,-2.0,-4.0,-4.0,0.876037299633
556,RregMario8,RregSmario5,151.0,205.0,22,24,-7.5,1.0,-5.0,-2.0,0.802215009928
557,RregSmario5,RregSmario6,152.0,204.0,26,26,1.0,-1.0,-7.5,1.0,0.803018391132
558,RregSmario6,RregSmario6,152.0,204.0,26,26,0.0,0.0,1.0,-1.0,0.884345859289
559,RregSmario6,RregSmario1,151.5,204.0,21,26,-0.5,0.0,0.0,0.0,0.861942619085
560,RregSmario1,regMarioUp,151.0,197.5,26,39,-0.5,-6.5,-0.5,0.0,0.859709948301
561,regMarioUp,RregSmario1,151.5,204.0,21,26,0.5,6.5,-0.5,-6.5,0.863187253475
562,RregSmario1,RregSmario1,151.5,204.0,21,26,0.0,0.0,0.5,6.5,0.84649798274
563,RregSmario1,regMarioUp,151.0,197.5,26,39,-0.5,-6.5,0.0,0.0,0.863850831986
564,regMarioUp,regMarioUp,151.0,197.5,26,39,0.0,0.0,-0.5,-6.5,0.88119995594
565,regMarioUp,RregSmario1,151.5,204.0,21,26,0.5,6.5,0.0,0.0,0.863909631967
566,RregSmario1,regMarioUp,151.0,197.5,26,39,-0.5,-6.5,0.5,6.5,0.864142328501
567,regMarioUp,regMarioUp,151.0,197.5,26,39,0.0,0.0,-0.5,-6.5,0.881661206484
568,regMarioUp,RregMario2,151.0,191.0,26,52,0.0,-6.5,0.0,0.0,0.90571820736
569,RregMario2,RregMario2,151.0,191.0,26,52,0.0,0.0,0.0,-6.5,0.929778248072
570,RregMario2,RregSmario1,151.5,204.0,21,26,0.5,13.0,0.0,0.0,0.886614561081
571,RregSmario1,regMarioUp,151.0,197.5,26,39,-0.5,-6.5,0.5,13.0,0.862046658992
572,regMarioUp,regMarioUp,151.0,197.5,26,39,0.0,0.0,-0.5,-6.5,0.880643248558
573,regMarioUp,RregMario2,151.0,191.0,26,52,0.0,-6.5,0.0,0.0,0.905551493168
574,RregMario2,RregMario2,151.0,191.0,26,52,0.0,0.0,0.0,-6.5,0.930467665195
575,RregMario2,RregMario6,151.0,191.0,26,52,0.0,0.0,0.0,0.0,0.934488892555
576,RregMario6,RregMario6,151.0,191.0,26,52,0.0,0.0,0.0,0.0,0.938594162465
577,RregMario6,RregMario6,151.0,191.0,26,52,0.0,0.0,0.0,0.0,0.938684165478
578,RregMario6,RregMario6,151.0,191.0,26,52,0.0,0.0,0.0,0.0,0.938684165478
579,RregMario6,RregMario6,151.0,191.0,26,52,0.0,0.0,0.0,0.0,0.938684165478
580,RregMario6,RregMario6,151.0,191.0,26,52,0.0,0.0,0.0,0.0,0.938684165478
581,RregMario6,RregMario6,150.0,191.0,26,52,-1.0,0.0,0.0,0.0,0.939731150865
582,RregMario6,RregMario6,145.0,191.0,26,52,-5.0,0.0,-1.0,0.0,0.942595183849
583,RregMario6,RregMario6,137.0,194.0,26,52,-8.0,3.0,-5.0,0.0,0.929668039083
584,RregMario6,RregMario5,132.0,196.0,26,48,-5.0,2.0,-8.0,3.0,0.925360411406
585,RregMario5,RregMario5,127.0,196.0,26,48,-5.0,0.0,-5.0,2.0,0.929811567068
586,RregMario5,RregMario4,121.0,195.0,22,50,-6.0,-1.0,-5.0,0.0,0.91900703311
587,RregMario4,RregMario4,116.0,195.0,22,50,-5.0,0.0,-6.0,-1.0,0.914126396179
588,RregMario4,RregMario6,108.0,194.0,26,52,-8.0,-1.0,-5.0,0.0,0.896864831447
589,RregMario6,RregMario5,103.0,196.0,26,48,-5.0,2.0,-8.0,-1.0,0.891079246997
590,RregMario5,RregMario5,98.0,196.0,26,48,-5.0,0.0,-5.0,2.0,0.901392638683
591,RregMario5,RregMario4,92.0,195.0,22,50,-6.0,-1.0,-5.0,0.0,0.904712617397
592,RregMario4,RregMario7,87.0,181.0,26,52,-5.0,-14.0,-6.0,-1.0,0.923232138157
593,RregMario7,RregMario7,79.0,164.0,26,52,-8.0,-17.0,-5.0,-14.0,0.891301631928
594,RregMario7,RregMario7,74.0,159.0,26,52,-5.0,-5.0,-8.0,-17.0,0.83951702714
595,RregMario7,RregMario7,69.0,162.0,26,52,-5.0,3.0,-5.0,-5.0,0.886485904455
596,RregMario7,RregMario7,63.0,173.0,26,52,-6.0,11.0,-5.0,3.0,0.936017215252
597,RregMario7,RregMario7,58.0,183.0,26,52,-5.0,10.0,-6.0,11.0,0.936600118875
598,RregMario7,RregMario5,50.0,196.0,26,48,-8.0,13.0,-5.0,10.0,0.92372956872
599,RregMario5,RregMario5,45.0,196.0,26,48,-5.0,0.0,-8.0,13.0,0.905082583428
600,RregMario5,RregMario4,42.0,195.0,22,50,-3.0,-1.0,-5.0,0.0,0.905213087797
601,RregMario4,RregMario3,36.0,194.0,26,52,-6.0,-1.0,-3.0,-1.0,0.898293316364
602,RregMario3,RregMario3,32.0,194.0,26,52,-4.0,0.0,-6.0,-1.0,0.895865559578
603,RregMario3,RregMario3,29.0,194.0,26,52,-3.0,0.0,-4.0,0.0,0.905519247055
604,RregMario3,RregMario3,26.0,194.0,26,52,-3.0,0.0,-3.0,0.0,0.910903990268
605,RregMario3,regMario5,26.0,196.0,26,48,0.0,2.0,-3.0,0.0,0.928148627281
606,regMario5,regMario5,27.0,196.0,26,48,1.0,0.0,0.0,2.0,0.935980528593
607,regMario5,regMario5,27.0,196.0,26,48,0.0,0.0,1.0,0.0,0.928921461106
608,regMario5,regMario4,29.0,195.0,22,50,2.0,-1.0,0.0,0.0,0.9273224473
609,regMario4,regMario4,31.0,195.0,22,50,2.0,0.0,2.0,-1.0,0.920986950398
610,regMario4,regMario4,32.0,195.0,22,50,1.0,0.0,2.0,0.0,0.915608227253
611,regMario4,regMario6,35.0,194.0,26,52,3.0,-1.0,1.0,0.0,0.905623167753
612,regMario6,regMario6,37.0,194.0,26,52,2.0,0.0,3.0,-1.0,0.902723878622
613,regMario6,regMario6,42.0,194.0,26,52,5.0,0.0,2.0,0.0,0.899094879628
614,regMario6,regMario5,44.0,196.0,26,48,2.0,2.0,5.0,0.0,0.906318426132
615,regMario5,regMario5,48.0,196.0,26,48,4.0,0.0,2.0,2.0,0.918363243341
616,regMario5,regMario5,53.0,196.0,26,48,5.0,0.0,4.0,0.0,0.915727049112
617,regMario5,regMario4,56.0,195.0,22,50,3.0,-1.0,5.0,0.0,0.89918193221
618,regMario4,regMario6,63.0,194.0,26,52,7.0,-1.0,3.0,-1.0,0.887769848108
619,regMario6,regMario6,66.0,194.0,26,52,3.0,0.0,7.0,-1.0,0.890919476747
620,regMario6,regMario5,73.0,196.0,26,48,7.0,2.0,3.0,0.0,0.901350021363
621,regMario5,regMario5,77.0,196.0,26,48,4.0,0.0,7.0,2.0,0.918540865183
622,regMario5,regMario4,82.0,195.0,22,50,5.0,-1.0,4.0,0.0,0.921735405922
623,regMario4,regMario6,90.0,194.0,26,52,8.0,-1.0,5.0,-1.0,0.909068405628
624,regMario6,regMario6,95.0,194.0,26,52,5.0,0.0,8.0,-1.0,0.894347816706
625,regMario6,regMario5,102.0,196.0,26,48,7.0,2.0,5.0,0.0,0.902551978826
626,regMario5,regMario5,106.0,196.0,26,48,4.0,0.0,7.0,2.0,0.907916933298
627,regMario5,regMario4,111.0,195.0,22,50,5.0,-1.0,4.0,0.0,0.903668105602
628,regMario4,regMario6,119.0,194.0,26,52,8.0,-1.0,5.0,-1.0,0.900331526995
629,regMario6,regMario6,124.0,194.0,26,52,5.0,0.0,8.0,-1.0,0.898351818323
630,regMario6,regMario7,131.0,175.0,26,52,7.0,-19.0,5.0,0.0,0.917074680328
631,regMario7,regMario7,135.0,164.0,26,52,4.0,-11.0,7.0,-19.0,0.938521891832
632,regMario7,regMario7,140.0,153.0,26,52,5.0,-11.0,4.0,-11.0,0.935933589935
633,regMario7,regMario7,145.0,138.0,26,52,5.0,-15.0,5.0,-11.0,0.940589636564
634,regMario7,regMario7,147.0,128.0,26,52,2.0,-10.0,5.0,-15.0,0.938684999942
635,regMario7,regMario7,148.0,117.0,26,52,1.0,-11.0,2.0,-10.0,0.930787056685
636,regMario7,regMario7,150.0,109.0,26,52,2.0,-8.0,1.0,-11.0,0.938322126865
637,regMario7,regMario7,151.0,104.0,26,52,1.0,-5.0,2.0,-8.0,0.935122966766
638,regMario7,regMario7,155.0,101.0,26,52,4.0,-3.0,1.0,-5.0,0.935574412346
639,regMario7,regMario7,156.0,103.0,26,52,1.0,2.0,4.0,-3.0,0.938263118267
640,regMario7,regMario7,158.0,109.0,26,52,2.0,6.0,1.0,2.0,0.936899363995
641,regMario7,regMario7,159.0,116.0,26,52,1.0,7.0,2.0,6.0,0.934186935425
642,regMario7,regMario7,161.0,125.0,26,52,2.0,9.0,1.0,7.0,0.937146216631
643,regMario7,regMario7,164.0,145.0,26,52,3.0,20.0,2.0,9.0,0.932900816202
644,regMario7,regMario7,166.0,157.0,26,52,2.0,12.0,3.0,20.0,0.923338025808
645,regMario7,regMario7,167.0,177.0,26,52,1.0,20.0,2.0,12.0,0.924004822969
646,regMario7,regMario7,169.0,191.0,26,52,2.0,14.0,1.0,20.0,0.93502959609
647,regMario7,regMario7,171.0,204.0,26,52,2.0,13.0,2.0,14.0,0.945574074984
648,regMario7,regMario7,174.0,225.0,26,52,3.0,21.0,2.0,13.0,0.940782099963
649,regMario7,regMario7,176.0,238.0,26,52,2.0,13.0,3.0,21.0,0.93155887723
650,regMario7,regMario5,177.0,247.0,26,48,1.0,9.0,2.0,13.0,0.918605715036
651,regMario5,regMario5,179.0,247.0,26,48,2.0,0.0,1.0,9.0,0.912036389112
652,regMario5,regMario4,180.0,246.0,22,50,1.0,-1.0,2.0,0.0,0.894158631563
653,regMario4,regMario4,184.0,246.0,22,50,4.0,0.0,1.0,-1.0,0.875921338796
654,regMario4,regMario6,185.0,246.0,26,52,1.0,0.0,4.0,0.0,0.88528701663
655,regMario6,regMario5,187.0,247.0,26,48,2.0,1.0,1.0,0.0,0.909209311008
656,regMario5,regMario5,189.0,247.0,26,48,2.0,0.0,2.0,1.0,0.919122457505
657,regMario5,regMario5,190.0,247.0,26,48,1.0,0.0,2.0,0.0,0.927344411612
658,regMario5,regMario5,193.0,251.0,26,48,3.0,4.0,1.0,0.0,0.941212028265
659,regMario5,regMario5,193.0,255.0,26,48,0.0,4.0,3.0,4.0,0.942852348089
660,regMario5,regMario5,193.0,268.0,26,48,0.0,13.0,0.0,4.0,0.945066511631
661,regMario5,regMario5,193.0,280.0,26,48,0.0,12.0,0.0,13.0,0.942940413952
662,regMario5,regMario5,193.0,299.0,26,48,0.0,19.0,0.0,12.0,0.933413565159
663,regMario5,regMario4,193.0,298.0,22,50,0.0,-1.0,0.0,19.0,0.92552754283
664,regMario4,regMario4,193.0,298.0,22,50,0.0,0.0,0.0,-1.0,0.922181844711
665,regMario4,regMario6,193.0,297.0,26,52,0.0,-1.0,0.0,0.0,0.919011145831
666,regMario6,regMario5,193.0,299.0,26,48,0.0,2.0,0.0,-1.0,0.923879563809
667,regMario5,regMario5,193.0,299.0,26,48,0.0,0.0,0.0,2.0,0.931320786476
668,regMario5,regMario4,193.0,298.0,22,50,0.0,-1.0,0.0,0.0,0.926683694124
669,regMario4,regMario4,193.0,298.0,22,50,0.0,0.0,0.0,-1.0,0.923762053251
670,regMario4,regMario6,193.0,297.0,26,52,0.0,-1.0,0.0,0.0,0.920877069234
671,regMario6,regMario5,193.0,299.0,26,48,0.0,2.0,0.0,-1.0,0.924055337905
