frame,spritename,x,y,w,h,confidence
641,ground.png,36,322,26,38,0.980014
641,ground.png,293,322,26,38,0.894691
641,ground.png,268,322,26,38,0.920452
641,ground.png,242,322,26,38,0.980473
641,ground.png,371,322,26,38,0.905283
641,ground.png,345,322,26,38,0.963949
641,regMario7S.png,146,90,26,52,0.929285
641,pipeBody2.png,193,295,45,26,0.837381
641,pipeFull2S.png,190,270,52,52,0.926777
641,block1S.png,35,115,26,26,0.80955
641,block1S.png,10,218,26,26,0.896823
641,block1S.png,61,218,26,26,0.890656
642,block.png,84,218,26,26,0.900926
642,block.png,32,218,26,26,0.904416
642,bushS.png,71,295,52,26,0.956193
642,cloud2S.png,199,64,78,39,0.803382
642,cloud3S.png,173,64,104,39,0.916452
642,ground.png,33,322,26,38,0.94104
642,ground.png,342,322,26,38,0.957578
642,ground.png,136,322,26,38,0.958089
642,ground.png,239,322,26,38,0.938765
642,ground.png,265,322,26,38,0.855022
642,ground.png,84,322,26,38,0.944669
642,ground.png,290,322,26,38,0.948703
642,ground.png,213,322,26,38,0.966194
642,ground.png,368,322,26,38,0.867155
642,ground.png,58,322,26,38,0.858107
642,ground.png,316,322,26,38,0.979133
642,ground.png,162,322,26,38,0.865732
642,ground.png,110,322,26,38,0.979731
642,ground.png,187,322,26,38,0.934557
642,ground.png,7,322,26,38,0.96821
642,regMario7S.png,148,99,26,52,0.945008
642,pipeBody2.png,190,295,45,26,0.900027
642,pipeFull2S.png,187,270,52,52,0.897726
642,block1S.png,32,115,26,26,0.841872
642,block1S.png,6,218,26,26,0.862252
642,block1S.png,58,218,26,26,0.913941
643,block.png,27,218,26,26,0.889696
643,block.png,79,218,26,26,0.89413
643,bushS.png,66,295,52,26,0.962346
643,cloud2S.png,194,64,78,39,0.785565
643,cloud3S.png,169,64,104,39,0.92715
643,ground.png,131,322,26,38,0.943882
643,ground.png,54,322,26,38,0.889917
643,ground.png,105,322,26,38,0.962525
643,ground.png,182,322,26,38,0.919111
643,ground.png,285,322,26,38,0.911185
643,ground.png,260,322,26,38,0.890848
643,ground.png,28,322,26,38,0.964253
643,ground.png,363,322,26,38,0.873267
643,ground.png,337,322,26,38,0.937036
643,ground.png,234,322,26,38,0.960483
643,ground.png,208,322,26,38,0.979109
643,ground.png,311,322,26,38,0.964435
643,ground.png,79,322,26,38,0.908106
643,ground.png,2,322,26,38,0.977199
643,ground.png,157,322,26,38,0.870121
643,regMario7S.png,151,119,26,52,0.920794
643,pipeBody2.png,185,295,45,26,0.850832
643,pipeFull2S.png,182,270,52,52,0.914708
643,block1S.png,53,218,26,26,0.893586
643,block1S.png,27,115,26,26,0.826436
643,block1S.png,2,218,26,26,0.865325
644,block.png,76,218,26,26,0.895208
644,block.png,24,218,26,26,0.910015
644,bushS.png,63,295,52,26,0.953781
644,cloud2S.png,191,64,78,39,0.80532
644,cloud3S.png,165,64,104,39,0.921878
644,ground.png,76,322,26,38,0.961486
644,ground.png,334,322,26,38,0.937962
644,ground.png,205,322,26,38,0.966702
644,ground.png,359,322,26,38,0.852128
644,ground.png,50,322,26,38,0.864151
644,ground.png,256,322,26,38,0.869322
644,ground.png,179,322,26,38,0.946573
644,ground.png,154,322,26,38,0.851521
644,ground.png,102,322,26,38,0.982463
644,ground.png,308,322,26,38,0.981874
644,ground.png,25,322,26,38,0.922378
644,ground.png,385,322,26,38,0.942037
644,ground.png,282,322,26,38,0.960439
644,ground.png,128,322,26,38,0.937636
644,ground.png,231,322,26,38,0.921641
644,regMario7S.png,153,131,26,52,0.925882
644,pipeBody2.png,182,295,45,26,0.900647
644,pipeFull2S.png,179,270,52,52,0.890918
644,block1S.png,24,115,26,26,0.872054
644,block1S.png,50,218,26,26,0.910168
645,block.png,19,218,26,26,0.896002
645,block.png,71,218,26,26,0.886554
645,bushS.png,58,295,52,26,0.959574
645,cloud2S.png,186,64,78,39,0.79194
645,cloud3S.png,161,64,104,39,0.919938
645,ground.png,97,322,26,38,0.964115
645,ground.png,355,322,26,38,0.861247
645,ground.png,174,322,26,38,0.944169
645,ground.png,200,322,26,38,0.982134
645,ground.png,303,322,26,38,0.963824
645,ground.png,380,322,26,38,0.933547
645,ground.png,329,322,26,38,0.942671
645,ground.png,20,322,26,38,0.964976
645,ground.png,226,322,26,38,0.962096
645,ground.png,149,322,26,38,0.859301
645,ground.png,252,322,26,38,0.873875
645,ground.png,277,322,26,38,0.927908
645,ground.png,123,322,26,38,0.942678
645,ground.png,46,322,26,38,0.86585
645,ground.png,71,322,26,38,0.930099
645,regMario7S.png,154,151,26,52,0.922127
645,pipeBody2.png,177,295,45,26,0.849616
645,pipeFull2S.png,174,270,52,52,0.917386
645,block1S.png,45,218,26,26,0.896141
645,block1S.png,19,115,26,26,0.834741
646,block.png,68,218,26,26,0.901343
646,block.png,16,218,26,26,0.908034
646,bushS.png,55,295,52,26,0.951018
646,cloud2S.png,183,64,78,39,0.809272
646,cloud3S.png,157,64,104,39,0.928196
646,ground.png,145,322,26,38,0.874077
646,ground.png,351,322,26,38,0.873089
646,ground.png,300,322,26,38,0.979488
646,ground.png,94,322,26,38,0.980672
646,ground.png,248,322,26,38,0.896565
646,ground.png,274,322,26,38,0.965149
646,ground.png,17,322,26,38,0.921514
646,ground.png,377,322,26,38,0.946062
646,ground.png,326,322,26,38,0.934395
646,ground.png,120,322,26,38,0.938142
646,ground.png,223,322,26,38,0.920403
646,ground.png,68,322,26,38,0.960258
646,ground.png,197,322,26,38,0.966613
646,ground.png,171,322,26,38,0.947045
646,ground.png,42,322,26,38,0.897638
646,regMario7S.png,156,165,26,52,0.947932
646,pipeBody2.png,174,295,45,26,0.897697
646,pipeFull2S.png,171,270,52,52,0.882902
646,block1S.png,16,115,26,26,0.864695
646,block1S.png,42,218,26,26,0.914938
647,block.png,13,218,26,26,0.911553
647,block.png,64,218,26,26,0.891893
647,bushS.png,51,295,52,26,0.948747
647,cloud2S.png,180,64,78,39,0.814845
647,cloud3S.png,154,64,104,39,0.948303
647,ground.png,13,322,26,38,0.899697
647,ground.png,116,322,26,38,0.915766
647,ground.png,91,322,26,38,0.895969
647,ground.png,142,322,26,38,0.968488
647,ground.png,219,322,26,38,0.903603
647,ground.png,65,322,26,38,0.962257
647,ground.png,168,322,26,38,0.975715
647,ground.png,271,322,26,38,0.957804
647,ground.png,348,322,26,38,0.969612
647,ground.png,245,322,26,38,0.955826
647,ground.png,322,322,26,38,0.921286
647,ground.png,374,322,26,38,0.975837
647,ground.png,297,322,26,38,0.901478
647,ground.png,194,322,26,38,0.917115
647,ground.png,39,322,26,38,0.958847
647,regMario7S.png,158,178,26,52,0.943216
647,pipeBody2.png,171,295,45,26,0.867315
647,pipeFull2S.png,167,270,52,52,0.905226
647,block1S.png,39,218,26,26,0.87373
647,block1S.png,13,115,26,26,0.855553
648,block.png,60,218,26,26,0.886339
648,block.png,8,218,26,26,0.908584
648,bushS.png,47,295,52,26,0.949876
648,cloud1S.png,201,64,52,39,0.751271
648,cloud2S.png,175,64,78,39,0.810286
648,cloud3S.png,149,64,104,39,0.933887
648,ground.png,240,322,26,38,0.884896
648,ground.png,60,322,26,38,0.974684
648,ground.png,343,322,26,38,0.876311
648,ground.png,34,322,26,38,0.894325
648,ground.png,86,322,26,38,0.97411
648,ground.png,9,322,26,38,0.899919
648,ground.png,112,322,26,38,0.910773
648,ground.png,215,322,26,38,0.899071
648,ground.png,189,322,26,38,0.959482
648,ground.png,292,322,26,38,0.975665
648,ground.png,266,322,26,38,0.975531
648,ground.png,318,322,26,38,0.912353
648,ground.png,163,322,26,38,0.959077
648,ground.png,369,322,26,38,0.957763
648,ground.png,137,322,26,38,0.874105
648,regMario7S.png,161,199,26,52,0.938348
648,pipeBody2.png,166,295,45,26,0.898549
648,pipeFull2S.png,162,270,52,52,0.883811
648,block1S.png,8,115,26,26,0.86911
648,block1S.png,34,218,26,26,0.917641
649,block.png,5,218,26,26,0.908566
649,block.png,56,218,26,26,0.894253
649,bushS.png,43,295,52,26,0.951074
649,cloud2S.png,172,64,78,39,0.814579
649,cloud3S.png,146,64,104,39,0.950196
649,ground.png,289,322,26,38,0.890178
649,ground.png,57,322,26,38,0.949169
649,ground.png,314,322,26,38,0.903322
649,ground.png,160,322,26,38,0.966644
649,ground.png,31,322,26,38,0.958887
649,ground.png,5,322,26,38,0.895073
649,ground.png,108,322,26,38,0.908926
649,ground.png,211,322,26,38,0.894698
649,ground.png,134,322,26,38,0.974
649,ground.png,237,322,26,38,0.961309
649,ground.png,263,322,26,38,0.951892
649,ground.png,83,322,26,38,0.891837
649,ground.png,186,322,26,38,0.905693
649,ground.png,340,322,26,38,0.971932
649,ground.png,366,322,26,38,0.96756
649,regMario7S.png,163,212,26,52,0.92477
649,pipeBody2.png,163,295,45,26,0.854015
649,pipeFull2S.png,159,270,52,52,0.910833
649,block1S.png,31,218,26,26,0.85975
649,block1S.png,5,115,26,26,0.851063
650,block.png,51,218,26,26,0.87496
650,block.png,0,218,26,26,0.913902
650,bushS.png,39,295,52,26,0.942134
650,cloud2S.png,167,64,78,39,0.812092
650,cloud3S.png,141,64,104,39,0.940848
650,ground.png,129,322,26,38,0.946274
650,ground.png,206,322,26,38,0.864674
650,ground.png,104,322,26,38,0.882761
650,ground.png,361,322,26,38,0.975411
650,ground.png,52,322,26,38,0.993681
650,ground.png,181,322,26,38,0.949098
650,ground.png,26,322,26,38,0.963697
650,ground.png,284,322,26,38,0.964685
650,ground.png,335,322,26,38,0.948588
650,ground.png,310,322,26,38,0.88047
650,ground.png,258,322,26,38,0.99202
650,ground.png,155,322,26,38,0.976559
650,ground.png,78,322,26,38,0.964431
650,ground.png,0,322,26,38,0.873696
650,ground.png,232,322,26,38,0.962781
650,regMario5S.png,164,223,26,48,0.904244
650,pipeBody2.png,158,295,45,26,0.892771
650,pipeFull2S.png,154,270,52,52,0.894053
650,block1S.png,0,115,26,26,0.884136
650,block1S.png,26,218,26,26,0.896655
651,block.png,48,218,26,26,0.893197
651,bushS.png,35,295,52,26,0.955064
651,cloud2S.png,164,64,78,39,0.8132
651,cloud3S.png,138,64,104,39,0.951916
651,ground.png,332,322,26,38,0.974168
651,ground.png,178,322,26,38,0.888999
651,ground.png,75,322,26,38,0.877653
651,ground.png,126,322,26,38,0.978436
651,ground.png,23,322,26,38,0.962081
651,ground.png,384,322,26,38,0.888303
651,ground.png,49,322,26,38,0.952046
651,ground.png,306,322,26,38,0.932777
651,ground.png,358,322,26,38,0.968684
651,ground.png,152,322,26,38,0.967369
651,ground.png,255,322,26,38,0.953954
651,ground.png,281,322,26,38,0.872137
651,ground.png,100,322,26,38,0.934641
651,ground.png,229,322,26,38,0.961579
651,ground.png,203,322,26,38,0.919258
651,regMario5S.png,166,223,26,48,0.903909
651,pipeBody2.png,155,295,45,26,0.840192
651,pipeFull2S.png,151,270,52,52,0.916173
651,block1S.png,23,218,26,26,0.862731
652,block.png,45,218,26,26,0.899657
652,bushS.png,32,295,52,26,0.96309
652,cloud2S.png,161,64,78,39,0.793442
652,cloud3S.png,135,64,104,39,0.944285
652,ground.png,97,322,26,38,0.96393
652,ground.png,355,322,26,38,0.867055
652,ground.png,174,322,26,38,0.941738
652,ground.png,303,322,26,38,0.963524
652,ground.png,380,322,26,38,0.934145
652,ground.png,329,322,26,38,0.944878
652,ground.png,20,322,26,38,0.964588
652,ground.png,226,322,26,38,0.961187
652,ground.png,149,322,26,38,0.858864
652,ground.png,252,322,26,38,0.881243
652,ground.png,277,322,26,38,0.927739
652,ground.png,123,322,26,38,0.946203
652,ground.png,46,322,26,38,0.867726
652,ground.png,71,322,26,38,0.928705
652,ground.png,200,322,26,38,0.979513
652,regMario4S.png,169,221,22,50,0.876686
652,pipeBody2.png,152,295,45,26,0.809523
652,pipeFull2S.png,148,270,52,52,0.923152
652,block1S.png,19,218,26,26,0.877769
653,block.png,40,218,26,26,0.900791
653,bushS.png,27,295,52,26,0.954902
653,cloud2S.png,156,64,78,39,0.808376
653,cloud3S.png,130,64,104,39,0.949241
653,ground.png,195,322,26,38,0.917469
653,ground.png,67,322,26,38,0.869075
653,ground.png,118,322,26,38,0.9773
653,ground.png,15,322,26,38,0.967524
653,ground.png,376,322,26,38,0.88829
653,ground.png,41,322,26,38,0.937856
653,ground.png,350,322,26,38,0.955059
653,ground.png,221,322,26,38,0.965619
653,ground.png,144,322,26,38,0.953548
653,ground.png,247,322,26,38,0.941201
653,ground.png,273,322,26,38,0.864306
653,ground.png,92,322,26,38,0.930387
653,ground.png,324,322,26,38,0.979401
653,ground.png,298,322,26,38,0.93188
653,ground.png,170,322,26,38,0.883794
653,regMario4S.png,173,221,22,50,0.875157
653,pipeBody2.png,147,295,45,26,0.847729
653,pipeFull2S.png,143,270,52,52,0.916298
653,block1S.png,15,218,26,26,0.85601
654,block.png,37,218,26,26,0.901961
654,bushS.png,24,295,52,26,0.963069
654,cloud2S.png,153,64,78,39,0.793053
654,cloud3S.png,127,64,104,39,0.944535
654,ground.png,321,322,26,38,0.924227
654,ground.png,12,322,26,38,0.935308
654,ground.png,244,322,26,38,0.853907
654,ground.png,372,322,26,38,0.941115
654,ground.png,218,322,26,38,0.934521
654,ground.png,115,322,26,38,0.920237
654,ground.png,38,322,26,38,0.855041
654,ground.png,63,322,26,38,0.937078
654,ground.png,140,322,26,38,0.858874
654,ground.png,89,322,26,38,0.966847
654,ground.png,269,322,26,38,0.936534
654,ground.png,346,322,26,38,0.860361
654,ground.png,192,322,26,38,0.983011
654,ground.png,295,322,26,38,0.965411
654,ground.png,166,322,26,38,0.949074
654,regMario6S.png,172,220,26,52,0.895417
654,pipeBody2.png,144,295,45,26,0.80548
654,pipeFull2S.png,140,270,52,52,0.927524
654,block1S.png,11,218,26,26,0.877197
655,block.png,32,218,26,26,0.90369
655,bushS.png,19,295,52,26,0.958538
655,cloud2S.png,148,64,78,39,0.808213
655,cloud3S.png,122,64,104,39,0.952072
655,ground.png,33,322,26,38,0.938883
655,ground.png,342,322,26,38,0.953681
655,ground.png,136,322,26,38,0.956809
655,ground.png,239,322,26,38,0.935213
655,ground.png,84,322,26,38,0.948638
655,ground.png,290,322,26,38,0.947616
655,ground.png,213,322,26,38,0.964697
655,ground.png,368,322,26,38,0.866046
655,ground.png,58,322,26,38,0.857667
655,ground.png,316,322,26,38,0.97806
655,ground.png,162,322,26,38,0.864472
655,ground.png,110,322,26,38,0.980412
655,ground.png,187,322,26,38,0.93097
655,ground.png,7,322,26,38,0.964914
655,ground.png,264,322,26,38,0.851175
655,regMario5S.png,174,223,26,48,0.91502
655,pipeBody2.png,139,295,45,26,0.83544
655,pipeFull2S.png,135,270,52,52,0.922076
655,block1S.png,6,218,26,26,0.862596
656,block.png,29,218,26,26,0.896276
656,bushS.png,16,295,52,26,0.962452
656,cloud2S.png,145,64,78,39,0.787051
656,cloud3S.png,119,64,104,39,0.939417
656,ground.png,158,322,26,38,0.961211
656,ground.png,210,322,26,38,0.938568
656,ground.png,338,322,26,38,0.880085
656,ground.png,261,322,26,38,0.949694
656,ground.png,107,322,26,38,0.925959
656,ground.png,55,322,26,38,0.945952
656,ground.png,81,322,26,38,0.967147
656,ground.png,29,322,26,38,0.867326
656,ground.png,184,322,26,38,0.97946
656,ground.png,287,322,26,38,0.962168
656,ground.png,132,322,26,38,0.880802
656,ground.png,313,322,26,38,0.927221
656,ground.png,4,322,26,38,0.943001
656,ground.png,235,322,26,38,0.869107
656,ground.png,364,322,26,38,0.959591
656,regMario5S.png,175,223,26,48,0.910304
656,pipeBody2.png,135,295,45,26,0.805635
656,pipeFull2S.png,132,270,52,52,0.920173
656,block1S.png,3,218,26,26,0.890497
657,block.png,26,218,26,26,0.896958
657,bushS.png,13,295,52,26,0.95824
657,cloud2S.png,141,64,78,39,0.797292
657,cloud3S.png,116,64,104,39,0.911683
657,ground.png,129,322,26,38,0.947864
657,ground.png,206,322,26,38,0.864665
657,ground.png,104,322,26,38,0.87582
657,ground.png,361,322,26,38,0.976203
657,ground.png,52,322,26,38,0.992707
657,ground.png,181,322,26,38,0.948043
657,ground.png,26,322,26,38,0.963857
657,ground.png,284,322,26,38,0.963267
657,ground.png,335,322,26,38,0.946745
657,ground.png,310,322,26,38,0.880379
657,ground.png,258,322,26,38,0.992455
657,ground.png,155,322,26,38,0.976391
657,ground.png,78,322,26,38,0.964115
657,ground.png,0,322,26,38,0.874115
657,ground.png,232,322,26,38,0.963515
657,regMario5S.png,177,223,26,48,0.936593
657,pipeBody2.png,132,295,45,26,0.89173
657,pipeFull2S.png,129,270,52,52,0.905525
657,block1S.png,0,218,26,26,0.915912
658,block.png,21,218,26,26,0.899669
658,bushS.png,8,295,52,26,0.96309
658,cloud2S.png,136,64,78,39,0.77754
658,cloud3S.png,111,64,104,39,0.934311
658,ground.png,382,322,26,38,0.978926
658,ground.png,305,322,26,38,0.908535
658,ground.png,253,322,26,38,0.950905
658,ground.png,47,322,26,38,0.950797
658,ground.png,21,322,26,38,0.865237
658,ground.png,227,322,26,38,0.861704
658,ground.png,356,322,26,38,0.963148
658,ground.png,124,322,26,38,0.88014
658,ground.png,150,322,26,38,0.96073
658,ground.png,99,322,26,38,0.905425
658,ground.png,73,322,26,38,0.961073
658,ground.png,176,322,26,38,0.97765
658,ground.png,279,322,26,38,0.962211
658,ground.png,202,322,26,38,0.918525
658,ground.png,330,322,26,38,0.879846
658,regMario5S.png,180,227,26,48,0.935086
658,pipeBody2.png,127,295,45,26,0.833193
658,pipeFull2S.png,124,270,52,52,0.920706
659,block.png,16,218,26,26,0.906385
659,bushS.png,3,295,52,26,0.963469
659,cloud2S.png,132,64,78,39,0.799649
659,cloud3S.png,106,64,104,39,0.948105
659,ground.png,145,322,26,38,0.878857
659,ground.png,351,322,26,38,0.879754
659,ground.png,300,322,26,38,0.980209
659,ground.png,94,322,26,38,0.980882
659,ground.png,248,322,26,38,0.895246
659,ground.png,274,322,26,38,0.962658
659,ground.png,17,322,26,38,0.917468
659,ground.png,377,322,26,38,0.947148
659,ground.png,326,322,26,38,0.932048
659,ground.png,120,322,26,38,0.933051
659,ground.png,223,322,26,38,0.921751
659,ground.png,68,322,26,38,0.964482
659,ground.png,197,322,26,38,0.96467
659,ground.png,171,322,26,38,0.94779
659,ground.png,42,322,26,38,0.893513
659,regMario5S.png,180,231,26,48,0.934393
659,pipeBody2.png,122,295,45,26,0.830083
659,pipeFull2S.png,119,270,52,52,0.929496
660,block.png,10,218,26,26,0.889689
660,cloud1S.png,357,38,52,39,0.752878
660,cloud2S.png,125,64,78,39,0.807296
660,cloud2S.png,331,38,78,39,0.946122
660,cloud3S.png,99,64,104,39,0.925452
660,ground.png,165,322,26,38,0.902003
660,ground.png,87,322,26,38,0.899506
660,ground.png,10,322,26,38,0.973334
660,ground.png,62,322,26,38,0.917595
660,ground.png,139,322,26,38,0.962051
660,ground.png,190,322,26,38,0.91739
660,ground.png,113,322,26,38,0.958776
660,ground.png,216,322,26,38,0.974429
660,ground.png,319,322,26,38,0.957872
660,ground.png,36,322,26,38,0.978557
660,ground.png,293,322,26,38,0.900852
660,ground.png,268,322,26,38,0.91578
660,ground.png,242,322,26,38,0.978114
660,ground.png,371,322,26,38,0.904567
660,ground.png,345,322,26,38,0.961604
660,regMario5S.png,180,244,26,48,0.939381
660,pipeBody2.png,116,295,45,26,0.899975
660,pipeFull2S.png,113,270,52,52,0.890785
661,block.png,5,218,26,26,0.895777
661,cloud2S.png,326,38,78,39,0.925361
661,cloud2S.png,120,64,78,39,0.789191
661,cloud3S.png,95,64,104,39,0.923778
661,ground.png,289,322,26,38,0.87958
661,ground.png,57,322,26,38,0.947538
661,ground.png,314,322,26,38,0.91003
661,ground.png,160,322,26,38,0.965405
661,ground.png,31,322,26,38,0.961405
661,ground.png,5,322,26,38,0.89787
661,ground.png,108,322,26,38,0.91401
661,ground.png,211,322,26,38,0.903256
661,ground.png,134,322,26,38,0.976965
661,ground.png,237,322,26,38,0.961868
661,ground.png,263,322,26,38,0.94721
661,ground.png,83,322,26,38,0.88878
661,ground.png,186,322,26,38,0.903993
661,ground.png,340,322,26,38,0.977934
661,ground.png,366,322,26,38,0.967675
661,regMario5S.png,180,256,26,48,0.931036
661,pipeBody2.png,111,295,45,26,0.868884
661,pipeFull2S.png,108,270,52,52,0.908206
662,cloud2S.png,112,64,78,39,0.794905
662,cloud2S.png,318,38,78,39,0.929302
662,cloud3S.png,87,64,104,39,0.920332
662,ground.png,255,322,26,38,0.952194
662,ground.png,75,322,26,38,0.87694
662,ground.png,126,322,26,38,0.975879
662,ground.png,152,322,26,38,0.96774
662,ground.png,229,322,26,38,0.959798
662,ground.png,332,322,26,38,0.974782
662,ground.png,178,322,26,38,0.87363
662,ground.png,358,322,26,38,0.964602
662,ground.png,281,322,26,38,0.879706
662,ground.png,384,322,26,38,0.88929
662,ground.png,203,322,26,38,0.913013
662,ground.png,49,322,26,38,0.948943
662,ground.png,306,322,26,38,0.927832
662,ground.png,23,322,26,38,0.962866
662,ground.png,100,322,26,38,0.924795
662,regMario5S.png,180,275,26,48,0.920777
662,pipeBody2.png,103,295,45,26,0.891062
662,pipeBody2.png,361,276,45,26,0.90304
662,pipeBody2.png,361,272,45,26,0.883685
662,pipeBody2.png,361,289,45,26,0.905966
662,pipeBody2.png,361,282,45,26,0.896783
662,pipeBody2.png,361,295,45,26,0.896125
662,pipeFull2S.png,100,270,52,52,0.908066
662,pipeFull2S.png,357,244,52,52,0.955462
663,cloud2S.png,107,64,78,39,0.777358
663,cloud2S.png,314,38,78,39,0.927944
663,cloud3S.png,82,64,104,39,0.932466
663,ground.png,353,322,26,38,0.973271
663,ground.png,44,322,26,38,0.988813
663,ground.png,198,322,26,38,0.875657
663,ground.png,173,322,26,38,0.924927
663,ground.png,18,322,26,38,0.96306
663,ground.png,276,322,26,38,0.954994
663,ground.png,224,322,26,38,0.966455
663,ground.png,147,322,26,38,0.97363
663,ground.png,70,322,26,38,0.95022
663,ground.png,302,322,26,38,0.868105
663,ground.png,121,322,26,38,0.953259
663,ground.png,379,322,26,38,0.933255
663,ground.png,250,322,26,38,0.98943
663,ground.png,327,322,26,38,0.953724
663,ground.png,96,322,26,38,0.872654
663,regMario4S.png,182,273,22,50,0.922702
663,pipeBody2.png,356,276,45,26,0.954821
663,pipeBody2.png,356,289,45,26,0.958552
663,pipeBody2.png,356,293,45,26,0.938207
663,pipeBody2.png,98,295,45,26,0.853347
663,pipeBody2.png,356,283,45,26,0.949436
663,pipeFull2S.png,352,244,52,52,0.939687
663,pipeFull2S.png,95,270,52,52,0.921004
664,cloud2S.png,103,64,78,39,0.796844
664,cloud2S.png,309,38,78,39,0.945405
664,cloud3S.png,77,64,104,39,0.94515
664,ground.png,13,322,26,38,0.913619
664,ground.png,116,322,26,38,0.925586
664,ground.png,91,322,26,38,0.889328
664,ground.png,142,322,26,38,0.974255
664,ground.png,219,322,26,38,0.910691
664,ground.png,65,322,26,38,0.95244
664,ground.png,168,322,26,38,0.966922
664,ground.png,271,322,26,38,0.953409
664,ground.png,348,322,26,38,0.975889
664,ground.png,245,322,26,38,0.960656
664,ground.png,322,322,26,38,0.923028
664,ground.png,374,322,26,38,0.974725
664,ground.png,297,322,26,38,0.890882
664,ground.png,194,322,26,38,0.90747
664,ground.png,39,322,26,38,0.959609
664,regMario4S.png,182,273,22,50,0.921662
664,pipeBody2.png,351,273,45,26,0.945547
664,pipeBody2.png,94,295,45,26,0.772986
664,pipeBody2.png,351,289,45,26,0.946838
664,pipeBody2.png,351,269,45,26,0.825888
664,pipeBody2.png,351,279,45,26,0.943108
664,pipeFull2S.png,90,270,52,52,0.92546
664,pipeFull2S.png,348,244,52,52,0.921345
665,cloud1S.png,328,38,52,39,0.750759
665,cloud2S.png,96,64,78,39,0.802485
665,cloud2S.png,302,38,78,39,0.941254
665,cloud3S.png,70,64,104,39,0.918235
665,ground.png,33,322,26,38,0.938226
665,ground.png,342,322,26,38,0.955423
665,ground.png,136,322,26,38,0.95721
665,ground.png,239,322,26,38,0.937208
665,ground.png,84,322,26,38,0.947227
665,ground.png,290,322,26,38,0.946862
665,ground.png,213,322,26,38,0.965172
665,ground.png,368,322,26,38,0.864332
665,ground.png,58,322,26,38,0.857001
665,ground.png,316,322,26,38,0.980358
665,ground.png,162,322,26,38,0.86065
665,ground.png,110,322,26,38,0.982792
665,ground.png,187,322,26,38,0.935067
665,ground.png,7,322,26,38,0.965563
665,ground.png,264,322,26,38,0.854524
665,regMario6S.png,180,271,26,52,0.91636
665,pipeBody2.png,345,289,45,26,0.907405
665,pipeBody2.png,345,276,45,26,0.905681
665,pipeBody2.png,345,272,45,26,0.885718
665,pipeBody2.png,345,295,45,26,0.898121
665,pipeBody2.png,345,282,45,26,0.897833
665,pipeBody2.png,87,295,45,26,0.89744
665,pipeFull2S.png,341,244,52,52,0.956611
665,pipeFull2S.png,84,270,52,52,0.89521
666,cloud2S.png,91,64,78,39,0.786946
666,cloud2S.png,297,38,78,39,0.918755
666,cloud3S.png,66,64,104,39,0.926242
666,ground.png,131,322,26,38,0.946263
666,ground.png,54,322,26,38,0.893728
666,ground.png,105,322,26,38,0.962611
666,ground.png,182,322,26,38,0.903833
666,ground.png,285,322,26,38,0.90852
666,ground.png,260,322,26,38,0.897625
666,ground.png,28,322,26,38,0.962701
666,ground.png,363,322,26,38,0.878639
666,ground.png,337,322,26,38,0.94555
666,ground.png,234,322,26,38,0.962009
666,ground.png,208,322,26,38,0.978541
666,ground.png,311,322,26,38,0.964326
666,ground.png,79,322,26,38,0.904261
666,ground.png,2,322,26,38,0.97508
666,ground.png,157,322,26,38,0.878817
666,regMario5S.png,180,275,26,48,0.923729
666,pipeBody2.png,82,295,45,26,0.867763
666,pipeBody2.png,340,289,45,26,0.950609
666,pipeBody2.png,340,276,45,26,0.947832
666,pipeBody2.png,340,295,45,26,0.941161
666,pipeBody2.png,340,283,45,26,0.943259
666,pipeFull2S.png,336,244,52,52,0.946001
666,pipeFull2S.png,79,270,52,52,0.916358
667,cloud2S.png,289,38,78,39,0.922175
667,cloud2S.png,83,64,78,39,0.791664
667,cloud3S.png,58,64,104,39,0.919828
667,ground.png,97,322,26,38,0.964191
667,ground.png,355,322,26,38,0.858747
667,ground.png,174,322,26,38,0.938952
667,ground.png,200,322,26,38,0.976022
667,ground.png,303,322,26,38,0.964135
667,ground.png,380,322,26,38,0.937412
667,ground.png,329,322,26,38,0.941742
667,ground.png,20,322,26,38,0.966913
667,ground.png,226,322,26,38,0.965257
667,ground.png,149,322,26,38,0.854963
667,ground.png,252,322,26,38,0.879102
667,ground.png,277,322,26,38,0.927415
667,ground.png,123,322,26,38,0.946398
667,ground.png,46,322,26,38,0.864679
667,ground.png,71,322,26,38,0.927794
667,regMario5S.png,180,275,26,48,0.923601
667,pipeBody2.png,74,295,45,26,0.869838
667,pipeBody2.png,332,289,45,26,0.941553
667,pipeBody2.png,332,280,45,26,0.929719
667,pipeBody2.png,332,293,45,26,0.923073
667,pipeBody2.png,332,273,45,26,0.941232
667,pipeBody2.png,332,284,45,26,0.910703
667,pipeFull2S.png,71,270,52,52,0.915046
667,pipeFull2S.png,328,244,52,52,0.949044
668,cloud2S.png,285,38,78,39,0.933388
668,cloud2S.png,79,64,78,39,0.784382
668,cloud3S.png,53,64,104,39,0.939349
668,ground.png,195,322,26,38,0.92036
668,ground.png,67,322,26,38,0.850679
668,ground.png,118,322,26,38,0.981101
668,ground.png,15,322,26,38,0.966521
668,ground.png,376,322,26,38,0.881692
668,ground.png,41,322,26,38,0.929348
668,ground.png,350,322,26,38,0.94963
668,ground.png,221,322,26,38,0.964475
668,ground.png,144,322,26,38,0.94641
668,ground.png,247,322,26,38,0.934203
668,ground.png,273,322,26,38,0.850175
668,ground.png,92,322,26,38,0.940736
