frame,spritename,x,y,w,h,confidence
1156,supMario7S.png,93,258,26,52,0.913094
1156,questionBlock1S.png,104,115,26,26,0.811893
1157,block.png,66,115,26,26,0.900041
1157,block.png,259,218,26,26,0.895478
1157,block.png,105,210,26,26,0.852763
1157,block.png,28,115,26,26,0.856544
1157,block.png,40,115,26,26,0.890573
1157,block.png,272,218,26,26,0.922757
1157,block.png,79,115,26,26,0.893791
1157,block.png,285,218,26,26,0.897622
1157,block.png,53,115,26,26,0.895778
1157,ground.png,131,322,26,38,0.94252
1157,ground.png,54,322,26,38,0.89253
1157,ground.png,105,322,26,38,0.944161
1157,ground.png,182,322,26,38,0.924646
1157,ground.png,285,322,26,38,0.906532
1157,ground.png,260,322,26,38,0.891718
1157,ground.png,28,322,26,38,0.963308
1157,ground.png,363,322,26,38,0.873416
1157,ground.png,337,322,26,38,0.941435
1157,ground.png,234,322,26,38,0.962777
1157,ground.png,208,322,26,38,0.982015
1157,ground.png,311,322,26,38,0.96042
1157,ground.png,79,322,26,38,0.893406
1157,ground.png,2,322,26,38,0.981174
1157,ground.png,157,322,26,38,0.874235
1157,largeHillS.png,156,265,130,56,0.986255
1157,largeHillS.png,150,260,130,56,0.796474
1157,largeHillS.png,163,258,130,56,0.755854
1157,largeHillS.png,155,259,130,56,0.778078
1157,smallHillS.png,182,265,78,30,0.978244
1157,smallHillS.png,178,266,78,30,0.788908
1157,greenkoopa1S.png,320,284,26,39,0.893262
1157,supMario2S.png,93,271,26,52,0.92125
1157,questionBlock1S.png,104,115,26,26,0.761643
1158,block.png,66,115,26,26,0.90004
1158,block.png,272,218,26,26,0.922757
1158,block.png,259,218,26,26,0.895478
1158,block.png,105,218,26,26,0.858439
1158,block.png,28,115,26,26,0.85653
1158,block.png,40,115,26,26,0.890573
1158,block.png,79,115,26,26,0.893957
1158,block.png,285,218,26,26,0.897622
1158,block.png,53,115,26,26,0.895778
1158,ground.png,131,322,26,38,0.94252
1158,ground.png,54,322,26,38,0.89253
1158,ground.png,105,322,26,38,0.94416
1158,ground.png,182,322,26,38,0.924645
1158,ground.png,285,322,26,38,0.906533
1158,ground.png,260,322,26,38,0.891718
1158,ground.png,28,322,26,38,0.963307
1158,ground.png,363,322,26,38,0.873443
1158,ground.png,337,322,26,38,0.942267
1158,ground.png,234,322,26,38,0.962777
1158,ground.png,208,322,26,38,0.982015
1158,ground.png,311,322,26,38,0.9601
1158,ground.png,79,322,26,38,0.893406
1158,ground.png,2,322,26,38,0.981174
1158,ground.png,157,322,26,38,0.874302
1158,largeHillS.png,156,265,130,56,0.986255
1158,largeHillS.png,150,260,130,56,0.796474
1158,largeHillS.png,163,258,130,56,0.755854
1158,largeHillS.png,155,259,130,56,0.778078
1158,smallHillS.png,182,265,78,30,0.978245
1158,smallHillS.png,178,266,78,30,0.788908
1158,greenkoopa1S.png,317,284,26,39,0.908407
1158,supMario2S.png,93,271,26,52,0.921251
1159,block.png,66,115,26,26,0.900041
1159,block.png,272,218,26,26,0.922757
1159,block.png,259,218,26,26,0.895478
1159,block.png,105,218,26,26,0.858439
1159,block.png,28,115,26,26,0.856543
1159,block.png,40,115,26,26,0.890572
1159,block.png,79,115,26,26,0.893766
1159,block.png,285,218,26,26,0.897622
1159,block.png,53,115,26,26,0.895778
1159,ground.png,131,322,26,38,0.94252
1159,ground.png,54,322,26,38,0.89253
1159,ground.png,105,322,26,38,0.94416
1159,ground.png,182,322,26,38,0.924646
1159,ground.png,285,322,26,38,0.906532
1159,ground.png,260,322,26,38,0.891718
1159,ground.png,28,322,26,38,0.963307
1159,ground.png,363,322,26,38,0.873443
1159,ground.png,337,322,26,38,0.94252
1159,ground.png,234,322,26,38,0.962777
1159,ground.png,208,322,26,38,0.982015
1159,ground.png,311,322,26,38,0.957184
1159,ground.png,79,322,26,38,0.893406
1159,ground.png,2,322,26,38,0.981174
1159,ground.png,157,322,26,38,0.874302
1159,largeHillS.png,156,265,130,56,0.986255
1159,largeHillS.png,150,260,130,56,0.796474
1159,largeHillS.png,163,258,130,56,0.755854
1159,largeHillS.png,155,259,130,56,0.778078
1159,smallHillS.png,182,265,78,30,0.978245
1159,smallHillS.png,178,266,78,30,0.788908
1159,greenkoopa1S.png,316,284,26,39,0.876392
1159,supMario2S.png,93,271,26,52,0.92125
1159,questionBlock1S.png,104,115,26,26,0.776781
1160,block.png,66,115,26,26,0.900041
1160,block.png,272,218,26,26,0.922757
1160,block.png,259,218,26,26,0.895478
1160,block.png,105,218,26,26,0.858439
1160,block.png,28,115,26,26,0.856531
1160,block.png,40,115,26,26,0.890573
1160,block.png,79,115,26,26,0.894014
1160,block.png,285,218,26,26,0.897622
1160,block.png,53,115,26,26,0.895778
1160,ground.png,131,322,26,38,0.94252
1160,ground.png,54,322,26,38,0.89253
1160,ground.png,105,322,26,38,0.94416
1160,ground.png,182,322,26,38,0.924646
1160,ground.png,285,322,26,38,0.906532
1160,ground.png,260,322,26,38,0.891718
1160,ground.png,28,322,26,38,0.963307
1160,ground.png,363,322,26,38,0.873442
1160,ground.png,337,322,26,38,0.942549
1160,ground.png,234,322,26,38,0.962777
1160,ground.png,208,322,26,38,0.982015
1160,ground.png,311,322,26,38,0.957912
1160,ground.png,79,322,26,38,0.893406
1160,ground.png,2,322,26,38,0.981174
1160,ground.png,157,322,26,38,0.874302
1160,largeHillS.png,156,265,130,56,0.986255
1160,largeHillS.png,150,260,130,56,0.796473
1160,largeHillS.png,163,258,130,56,0.755854
1160,largeHillS.png,155,259,130,56,0.778078
1160,smallHillS.png,182,265,78,30,0.978245
1160,smallHillS.png,178,266,78,30,0.788908
1160,greenkoopa2S.png,314,286,26,37,0.913689
1160,supMario2S.png,93,271,26,52,0.92125
1161,block.png,66,115,26,26,0.900041
1161,block.png,272,218,26,26,0.922757
1161,block.png,259,218,26,26,0.895478
1161,block.png,105,218,26,26,0.858439
1161,block.png,28,115,26,26,0.856543
1161,block.png,40,115,26,26,0.890572
1161,block.png,79,115,26,26,0.893957
1161,block.png,285,218,26,26,0.897622
1161,block.png,53,115,26,26,0.895778
1161,ground.png,131,322,26,38,0.94252
1161,ground.png,54,322,26,38,0.89253
1161,ground.png,105,322,26,38,0.94416
1161,ground.png,182,322,26,38,0.924646
1161,ground.png,285,322,26,38,0.906532
1161,ground.png,260,322,26,38,0.891718
1161,ground.png,28,322,26,38,0.963307
1161,ground.png,363,322,26,38,0.873442
1161,ground.png,337,322,26,38,0.942788
1161,ground.png,234,322,26,38,0.962777
1161,ground.png,208,322,26,38,0.982015
1161,ground.png,311,322,26,38,0.957537
1161,ground.png,79,322,26,38,0.893406
1161,ground.png,2,322,26,38,0.981174
1161,ground.png,157,322,26,38,0.874302
1161,largeHillS.png,156,265,130,56,0.986255
1161,largeHillS.png,150,260,130,56,0.796474
1161,largeHillS.png,163,258,130,56,0.755854
1161,largeHillS.png,155,259,130,56,0.778078
1161,smallHillS.png,182,265,78,30,0.978245
1161,smallHillS.png,178,266,78,30,0.788908
1161,greenkoopa2S.png,312,286,26,37,0.907055
1161,supMario2S.png,93,271,26,52,0.92125
1162,block.png,66,115,26,26,0.900041
1162,block.png,272,218,26,26,0.922757
1162,block.png,259,218,26,26,0.895478
1162,block.png,105,218,26,26,0.858439
1162,block.png,28,115,26,26,0.856531
1162,block.png,40,115,26,26,0.890573
1162,block.png,79,115,26,26,0.893976
1162,block.png,285,218,26,26,0.897622
1162,block.png,53,115,26,26,0.895778
1162,ground.png,131,322,26,38,0.94252
1162,ground.png,54,322,26,38,0.89253
1162,ground.png,105,322,26,38,0.944161
1162,ground.png,182,322,26,38,0.924646
1162,ground.png,285,322,26,38,0.906581
1162,ground.png,260,322,26,38,0.891718
1162,ground.png,28,322,26,38,0.963307
1162,ground.png,363,322,26,38,0.873442
1162,ground.png,337,322,26,38,0.94294
1162,ground.png,234,322,26,38,0.962777
1162,ground.png,208,322,26,38,0.982015
1162,ground.png,311,322,26,38,0.956506
1162,ground.png,79,322,26,38,0.893406
1162,ground.png,2,322,26,38,0.981174
1162,ground.png,157,322,26,38,0.874302
1162,largeHillS.png,156,265,130,56,0.986255
1162,largeHillS.png,150,260,130,56,0.796474
1162,largeHillS.png,163,258,130,56,0.755854
1162,largeHillS.png,155,259,130,56,0.778078
1162,smallHillS.png,182,265,78,30,0.978245
1162,smallHillS.png,178,266,78,30,0.788908
1162,greenkoopa2S.png,309,286,26,37,0.914228
1162,supMario2S.png,93,271,26,52,0.921265
1162,questionBlock1S.png,104,115,26,26,0.799851
1163,block.png,66,115,26,26,0.900041
1163,block.png,272,218,26,26,0.922757
1163,block.png,259,218,26,26,0.895478
1163,block.png,105,218,26,26,0.858439
1163,block.png,28,115,26,26,0.856543
1163,block.png,40,115,26,26,0.890573
1163,block.png,79,115,26,26,0.893976
1163,block.png,285,218,26,26,0.897622
1163,block.png,53,115,26,26,0.895778
1163,preCoin2W.png,116,145,6,22,0.89715
1163,ground.png,131,322,26,38,0.94252
1163,ground.png,54,322,26,38,0.892531
1163,ground.png,105,322,26,38,0.942808
1163,ground.png,182,322,26,38,0.924646
1163,ground.png,285,322,26,38,0.905807
1163,ground.png,260,322,26,38,0.891718
1163,ground.png,28,322,26,38,0.963308
1163,ground.png,363,322,26,38,0.873442
1163,ground.png,337,322,26,38,0.942929
1163,ground.png,234,322,26,38,0.962777
1163,ground.png,208,322,26,38,0.982015
1163,ground.png,311,322,26,38,0.957153
1163,ground.png,79,322,26,38,0.908477
1163,ground.png,2,322,26,38,0.981173
1163,ground.png,157,322,26,38,0.874302
1163,largeHillS.png,156,265,130,56,0.986255
1163,largeHillS.png,150,260,130,56,0.796474
1163,largeHillS.png,163,258,130,56,0.755854
1163,largeHillS.png,155,259,130,56,0.778078
1163,smallHillS.png,182,265,78,30,0.978245
1163,smallHillS.png,178,266,78,30,0.788908
1163,greenkoopa2S.png,307,286,26,37,0.881649
1163,questionBlock1S.png,104,115,26,26,0.80982
1164,block.png,66,115,26,26,0.90004
1164,block.png,272,218,26,26,0.922757
1164,block.png,259,218,26,26,0.895478
1164,block.png,105,218,26,26,0.858439
1164,block.png,28,115,26,26,0.85653
1164,block.png,40,115,26,26,0.890572
1164,block.png,79,115,26,26,0.893024
1164,block.png,285,218,26,26,0.897622
1164,block.png,53,115,26,26,0.895778
1164,precoin3S.png,113,154,13,22,0.83505
1164,ground.png,131,322,26,38,0.94252
1164,ground.png,54,322,26,38,0.89253
1164,ground.png,105,322,26,38,0.942808
1164,ground.png,182,322,26,38,0.924646
1164,ground.png,285,322,26,38,0.906599
1164,ground.png,260,322,26,38,0.891718
1164,ground.png,28,322,26,38,0.963308
1164,ground.png,363,322,26,38,0.873441
1164,ground.png,337,322,26,38,0.942891
1164,ground.png,234,322,26,38,0.962777
1164,ground.png,208,322,26,38,0.982015
1164,ground.png,311,322,26,38,0.955827
1164,ground.png,79,322,26,38,0.908477
1164,ground.png,2,322,26,38,0.981173
1164,ground.png,157,322,26,38,0.874302
1164,largeHillS.png,156,265,130,56,0.986255
1164,largeHillS.png,150,260,130,56,0.796474
1164,largeHillS.png,163,258,130,56,0.755854
1164,largeHillS.png,155,259,130,56,0.778078
1164,smallHillS.png,182,265,78,30,0.978244
1164,smallHillS.png,178,266,78,30,0.788908
1164,greenkoopa1S.png,306,284,26,39,0.909763
1164,marioFire2S.png,119,289,13,11,0.825411
1164,questionBlock2S.png,104,115,26,26,0.765036
1165,block.png,66,115,26,26,0.90004
1165,block.png,272,218,26,26,0.922757
1165,block.png,259,218,26,26,0.895478
1165,block.png,105,218,26,26,0.858439
1165,block.png,28,115,26,26,0.856543
1165,block.png,40,115,26,26,0.890573
1165,block.png,79,115,26,26,0.893024
1165,block.png,285,218,26,26,0.897622
1165,block.png,53,115,26,26,0.895778
1165,ground.png,131,322,26,38,0.942417
1165,ground.png,54,322,26,38,0.89253
1165,ground.png,105,322,26,38,0.942808
1165,ground.png,182,322,26,38,0.924646
1165,ground.png,285,322,26,38,0.906518
1165,ground.png,260,322,26,38,0.891718
1165,ground.png,28,322,26,38,0.963308
1165,ground.png,363,322,26,38,0.873442
1165,ground.png,337,322,26,38,0.942895
1165,ground.png,234,322,26,38,0.962777
1165,ground.png,208,322,26,38,0.982015
1165,ground.png,311,322,26,38,0.956698
1165,ground.png,79,322,26,38,0.908477
1165,ground.png,2,322,26,38,0.981173
1165,ground.png,157,322,26,38,0.874302
1165,largeHillS.png,156,265,130,56,0.986246
1165,largeHillS.png,150,260,130,56,0.793932
1165,largeHillS.png,163,258,130,56,0.755854
1165,largeHillS.png,155,259,130,56,0.778048
1165,smallHillS.png,182,265,78,30,0.978245
1165,smallHillS.png,178,266,78,30,0.788908
1165,greenkoopa1S.png,304,284,26,39,0.907859
1165,marioFire3S.png,140,304,11,13,0.793538
1165,questionBlock2S.png,104,115,26,26,0.765036
1166,block.png,66,115,26,26,0.900041
1166,block.png,272,218,26,26,0.922757
1166,block.png,259,218,26,26,0.895478
1166,block.png,105,218,26,26,0.858439
1166,block.png,28,115,26,26,0.85653
1166,block.png,40,115,26,26,0.890573
1166,block.png,79,115,26,26,0.893024
1166,block.png,285,218,26,26,0.897622
1166,block.png,53,115,26,26,0.895778
1166,ground.png,131,322,26,38,0.942366
1166,ground.png,54,322,26,38,0.892531
1166,ground.png,105,322,26,38,0.942808
1166,ground.png,182,322,26,38,0.924646
1166,ground.png,285,322,26,38,0.906522
1166,ground.png,260,322,26,38,0.891718
1166,ground.png,28,322,26,38,0.963307
1166,ground.png,363,322,26,38,0.873442
1166,ground.png,337,322,26,38,0.94294
1166,ground.png,234,322,26,38,0.962777
1166,ground.png,208,322,26,38,0.982015
1166,ground.png,311,322,26,38,0.959758
1166,ground.png,79,322,26,38,0.908477
1166,ground.png,2,322,26,38,0.981174
1166,ground.png,157,322,26,38,0.874424
1166,largeHillS.png,156,265,130,56,0.967617
1166,largeHillS.png,150,260,130,56,0.796729
1166,largeHillS.png,163,258,130,56,0.754374
1166,largeHillS.png,155,259,130,56,0.772215
1166,smallHillS.png,182,265,78,30,0.978245
1166,smallHillS.png,178,266,78,30,0.788908
1166,greenkoopa1S.png,303,284,26,39,0.881304
1166,marioFire3S.png,140,305,11,13,0.839261
1166,questionBlock2S.png,104,115,26,26,0.765035
1167,block.png,66,115,26,26,0.900041
1167,block.png,272,218,26,26,0.922757
1167,block.png,259,218,26,26,0.895478
1167,block.png,105,218,26,26,0.858439
1167,block.png,28,115,26,26,0.856544
1167,block.png,40,115,26,26,0.890573
1167,block.png,79,115,26,26,0.893616
1167,block.png,285,218,26,26,0.897622
1167,block.png,53,115,26,26,0.895778
1167,ground.png,131,322,26,38,0.942472
1167,ground.png,54,322,26,38,0.89253
1167,ground.png,105,322,26,38,0.944831
1167,ground.png,182,322,26,38,0.924646
1167,ground.png,285,322,26,38,0.904326
1167,ground.png,260,322,26,38,0.891718
1167,ground.png,28,322,26,38,0.963307
1167,ground.png,363,322,26,38,0.873442
1167,ground.png,337,322,26,38,0.942939
1167,ground.png,234,322,26,38,0.962777
1167,ground.png,208,322,26,38,0.982015
1167,ground.png,311,322,26,38,0.95966
1167,ground.png,79,322,26,38,0.893009
1167,ground.png,2,322,26,38,0.981174
1167,ground.png,157,322,26,38,0.874297
1167,largeHillS.png,156,265,130,56,0.943203
1167,largeHillS.png,150,260,130,56,0.792424
1167,largeHillS.png,155,259,130,56,0.765286
1167,smallHillS.png,182,265,78,30,0.978245
1167,smallHillS.png,178,266,78,30,0.789612
1167,greenkoopa2S.png,299,286,26,37,0.885762
1167,supMario2S.png,93,271,26,52,0.918541
1168,block.png,66,115,26,26,0.90004
1168,block.png,272,218,26,26,0.922757
1168,block.png,259,218,26,26,0.895478
1168,block.png,105,218,26,26,0.858439
1168,block.png,28,115,26,26,0.856531
1168,block.png,40,115,26,26,0.890573
1168,block.png,79,115,26,26,0.893617
1168,block.png,285,218,26,26,0.897622
1168,block.png,53,115,26,26,0.895778
1168,ground.png,131,322,26,38,0.942472
1168,ground.png,54,322,26,38,0.89253
1168,ground.png,105,322,26,38,0.944832
1168,ground.png,182,322,26,38,0.924646
1168,ground.png,285,322,26,38,0.899622
1168,ground.png,260,322,26,38,0.891718
1168,ground.png,28,322,26,38,0.963308
1168,ground.png,363,322,26,38,0.873442
1168,ground.png,337,322,26,38,0.94294
1168,ground.png,234,322,26,38,0.962777
1168,ground.png,208,322,26,38,0.982015
1168,ground.png,311,322,26,38,0.959888
1168,ground.png,79,322,26,38,0.89301
1168,ground.png,2,322,26,38,0.981173
1168,ground.png,157,322,26,38,0.874404
1168,largeHillS.png,156,265,130,56,0.945892
1168,largeHillS.png,150,260,130,56,0.775037
1168,largeHillS.png,155,259,130,56,0.755531
1168,smallHillS.png,182,265,78,30,0.949269
1168,smallHillS.png,178,266,78,30,0.758237
1168,greenkoopa2S.png,298,286,26,37,0.90873
1168,supMario2S.png,93,271,26,52,0.918541
1169,block.png,66,115,26,26,0.900041
1169,block.png,272,218,26,26,0.922757
1169,block.png,259,218,26,26,0.895478
1169,block.png,105,218,26,26,0.858439
1169,block.png,28,115,26,26,0.856544
1169,block.png,40,115,26,26,0.890573
1169,block.png,79,115,26,26,0.893617
1169,block.png,285,218,26,26,0.897622
1169,block.png,53,115,26,26,0.895778
1169,ground.png,131,322,26,38,0.942472
1169,ground.png,54,322,26,38,0.89253
1169,ground.png,105,322,26,38,0.944832
1169,ground.png,182,322,26,38,0.924646
1169,ground.png,285,322,26,38,0.900627
1169,ground.png,260,322,26,38,0.891718
1169,ground.png,28,322,26,38,0.963307
1169,ground.png,363,322,26,38,0.873442
1169,ground.png,337,322,26,38,0.942939
1169,ground.png,234,322,26,38,0.962777
1169,ground.png,208,322,26,38,0.982015
1169,ground.png,311,322,26,38,0.959689
1169,ground.png,79,322,26,38,0.89301
1169,ground.png,2,322,26,38,0.981173
1169,ground.png,157,322,26,38,0.874405
1169,largeHillS.png,156,265,130,56,0.946066
1169,largeHillS.png,150,260,130,56,0.76661
1169,smallHillS.png,182,265,78,30,0.913307
1169,greenkoopa2S.png,296,286,26,37,0.913155
1169,supMario2S.png,93,271,26,52,0.918541
1170,block.png,66,115,26,26,0.900041
1170,block.png,272,218,26,26,0.922757
1170,block.png,259,218,26,26,0.895478
1170,block.png,105,218,26,26,0.858439
1170,block.png,28,115,26,26,0.856531
1170,block.png,40,115,26,26,0.890573
1170,block.png,79,115,26,26,0.893007
1170,block.png,285,218,26,26,0.897622
1170,block.png,53,115,26,26,0.895778
1170,ground.png,131,322,26,38,0.942472
1170,ground.png,54,322,26,38,0.89253
1170,ground.png,105,322,26,38,0.963083
1170,ground.png,182,322,26,38,0.924646
1170,ground.png,285,322,26,38,0.9048
1170,ground.png,260,322,26,38,0.891718
1170,ground.png,28,322,26,38,0.963308
1170,ground.png,363,322,26,38,0.873442
1170,ground.png,337,322,26,38,0.942939
1170,ground.png,234,322,26,38,0.962777
1170,ground.png,208,322,26,38,0.982015
1170,ground.png,311,322,26,38,0.960914
1170,ground.png,79,322,26,38,0.908629
1170,ground.png,2,322,26,38,0.981174
1170,ground.png,157,322,26,38,0.874405
1170,largeHillS.png,156,265,130,56,0.946206
1170,largeHillS.png,150,260,130,56,0.763475
1170,smallHillS.png,182,265,78,30,0.888279
1170,greenkoopa1S.png,295,284,26,39,0.881448
1170,supMario7S.png,93,258,26,52,0.916633
1170,marioFire2B.png,203,289,13,11,0.792074
1170,questionBlock2S.png,104,115,26,26,0.771999
1171,block.png,66,115,26,26,0.900041
1171,block.png,272,218,26,26,0.922757
1171,block.png,259,218,26,26,0.895478
1171,block.png,105,218,26,26,0.857818
1171,block.png,28,115,26,26,0.856543
1171,block.png,40,115,26,26,0.890572
1171,block.png,79,115,26,26,0.893007
1171,block.png,285,218,26,26,0.897622
1171,block.png,53,115,26,26,0.895778
1171,ground.png,131,322,26,38,0.942472
1171,ground.png,54,322,26,38,0.89253
1171,ground.png,105,322,26,38,0.963083
1171,ground.png,182,322,26,38,0.924646
1171,ground.png,285,322,26,38,0.904623
1171,ground.png,260,322,26,38,0.891718
1171,ground.png,28,322,26,38,0.963308
1171,ground.png,363,322,26,38,0.873442
1171,ground.png,337,322,26,38,0.942939
1171,ground.png,234,322,26,38,0.962777
1171,ground.png,208,322,26,38,0.982015
1171,ground.png,311,322,26,38,0.960523
1171,ground.png,79,322,26,38,0.908629
1171,ground.png,2,322,26,38,0.981173
1171,ground.png,157,322,26,38,0.874404
1171,largeHillS.png,156,265,130,56,0.946932
1171,largeHillS.png,150,260,130,56,0.766002
1171,smallHillS.png,182,265,78,30,0.904515
1171,greenkoopa1S.png,293,284,26,39,0.908121
1171,supMario7S.png,93,247,26,52,0.92521
1171,marioFire2B.png,229,286,13,11,0.759898
1171,questionBlock2S.png,104,115,26,26,0.770803
1172,block.png,66,115,26,26,0.90004
1172,block.png,272,218,26,26,0.922757
1172,block.png,259,218,26,26,0.895478
1172,block.png,28,115,26,26,0.85653
1172,block.png,40,115,26,26,0.890572
1172,block.png,79,115,26,26,0.893007
1172,block.png,285,218,26,26,0.897622
1172,block.png,53,115,26,26,0.895778
1172,ground.png,131,322,26,38,0.942472
1172,ground.png,54,322,26,38,0.89253
1172,ground.png,105,322,26,38,0.963083
1172,ground.png,182,322,26,38,0.924646
1172,ground.png,285,322,26,38,0.900031
1172,ground.png,260,322,26,38,0.891718
1172,ground.png,28,322,26,38,0.963308
1172,ground.png,363,322,26,38,0.873442
1172,ground.png,337,322,26,38,0.94294
1172,ground.png,234,322,26,38,0.962777
1172,ground.png,208,322,26,38,0.982015
1172,ground.png,311,322,26,38,0.962073
1172,ground.png,79,322,26,38,0.908629
1172,ground.png,2,322,26,38,0.981173
1172,ground.png,157,322,26,38,0.874404
1172,largeHillS.png,156,265,130,56,0.945092
1172,largeHillS.png,150,260,130,56,0.766194
1172,smallHillS.png,182,265,78,30,0.969986
1172,smallHillS.png,178,266,78,30,0.786953
1172,greenkoopa1S.png,290,284,26,39,0.90283
1172,supMario7S.png,93,238,26,52,0.867736
1172,marioFire3B.png,237,295,11,13,0.760652
1172,questionBlock2S.png,104,115,26,26,0.770803
1173,block.png,66,115,26,26,0.900041
1173,block.png,272,218,26,26,0.922757
1173,block.png,259,218,26,26,0.895478
1173,block.png,28,115,26,26,0.856543
1173,block.png,40,115,26,26,0.890572
1173,block.png,105,212,26,26,0.860967
1173,block.png,79,115,26,26,0.893008
1173,block.png,285,218,26,26,0.897622
1173,block.png,53,115,26,26,0.895778
1173,precoin2S.png,116,172,6,22,0.886819
1173,ground.png,131,322,26,38,0.942472
1173,ground.png,54,322,26,38,0.89253
1173,ground.png,105,322,26,38,0.963083
1173,ground.png,182,322,26,38,0.924646
1173,ground.png,285,322,26,38,0.900033
1173,ground.png,260,322,26,38,0.891718
1173,ground.png,28,322,26,38,0.963308
1173,ground.png,363,322,26,38,0.873442
1173,ground.png,337,322,26,38,0.942939
1173,ground.png,234,322,26,38,0.962779
1173,ground.png,208,322,26,38,0.982015
1173,ground.png,311,322,26,38,0.962422
1173,ground.png,79,322,26,38,0.908629
1173,ground.png,2,322,26,38,0.981174
1173,ground.png,157,322,26,38,0.874405
1173,largeHillS.png,156,265,130,56,0.943997
1173,largeHillS.png,150,260,130,56,0.758462
1173,largeHillS.png,155,259,130,56,0.754052
1173,smallHillS.png,182,265,78,30,0.978402
1173,smallHillS.png,178,266,78,30,0.788699
1173,greenkoopa1S.png,288,284,26,39,0.909308
1173,supMario7S.png,93,241,26,52,0.909318
1173,questionBlock2S.png,104,115,26,26,0.770803
1174,block.png,66,115,26,26,0.900041
1174,block.png,272,218,26,26,0.922757
1174,block.png,259,218,26,26,0.895478
1174,block.png,28,115,26,26,0.856531
1174,block.png,40,115,26,26,0.890573
1174,block.png,105,209,26,26,0.801017
1174,block.png,79,115,26,26,0.894089
1174,block.png,285,218,26,26,0.897622
1174,block.png,53,115,26,26,0.895778
1174,precoin3S.png,113,161,13,22,0.778343
1174,ground.png,131,322,26,38,0.942472
1174,ground.png,54,322,26,38,0.892531
1174,ground.png,105,322,26,38,0.963083
1174,ground.png,182,322,26,38,0.924646
1174,ground.png,285,322,26,38,0.901943
1174,ground.png,260,322,26,38,0.878753
1174,ground.png,28,322,26,38,0.963308
1174,ground.png,363,322,26,38,0.873442
1174,ground.png,337,322,26,38,0.94294
1174,ground.png,234,322,26,38,0.962774
1174,ground.png,208,322,26,38,0.982015
1174,ground.png,311,322,26,38,0.961884
1174,ground.png,79,322,26,38,0.908629
1174,ground.png,2,322,26,38,0.981174
1174,ground.png,157,322,26,38,0.874405
1174,largeHillS.png,156,265,130,56,0.948279
1174,largeHillS.png,150,260,130,56,0.784067
1174,largeHillS.png,155,259,130,56,0.773896
1174,smallHillS.png,182,265,78,30,0.978299
1174,smallHillS.png,178,266,78,30,0.788958
1174,greenkoopa2S.png,287,286,26,37,0.881687
1174,supMario7S.png,93,245,26,52,0.905917
1174,questionBlock1S.png,104,115,26,26,0.813371
1175,block.png,66,115,26,26,0.900041
1175,block.png,272,218,26,26,0.922757
1175,block.png,259,218,26,26,0.895478
1175,block.png,28,115,26,26,0.856543
1175,block.png,40,115,26,26,0.890573
1175,block.png,105,209,26,26,0.801026
1175,block.png,79,115,26,26,0.89409
1175,block.png,285,218,26,26,0.897622
1175,block.png,53,115,26,26,0.895778
1175,ground.png,131,322,26,38,0.942472
1175,ground.png,54,322,26,38,0.89253
1175,ground.png,105,322,26,38,0.963083
1175,ground.png,182,322,26,38,0.924645
1175,ground.png,285,322,26,38,0.904057
1175,ground.png,260,322,26,38,0.891553
1175,ground.png,28,322,26,38,0.963308
1175,ground.png,363,322,26,38,0.873442
1175,ground.png,337,322,26,38,0.942939
1175,ground.png,234,322,26,38,0.962771
1175,ground.png,208,322,26,38,0.982015
1175,ground.png,311,322,26,38,0.962216
1175,ground.png,79,322,26,38,0.908629
1175,ground.png,2,322,26,38,0.981173
1175,ground.png,157,322,26,38,0.874404
1175,largeHillS.png,156,265,130,56,0.966043
1175,largeHillS.png,150,260,130,56,0.796495
1175,largeHillS.png,155,259,130,56,0.770474
1175,smallHillS.png,182,265,78,30,0.978299
1175,smallHillS.png,178,266,78,30,0.788958
1175,greenkoopaShellflipS.png,290,286,26,24,0.807968
1175,supMario7S.png,93,260,26,52,0.924226
1175,questionBlock1S.png,104,115,26,26,0.813488
1176,block.png,66,115,26,26,0.900041
1176,block.png,259,218,26,26,0.895478
1176,block.png,105,210,26,26,0.854283
1176,block.png,28,115,26,26,0.856531
1176,block.png,40,115,26,26,0.890573
1176,block.png,272,218,26,26,0.922757
1176,block.png,79,115,26,26,0.894083
1176,block.png,285,218,26,26,0.897622
1176,block.png,53,115,26,26,0.895778
1176,precoin2B.png,116,139,6,22,0.876365
1176,ground.png,131,322,26,38,0.942472
1176,ground.png,54,322,26,38,0.89253
1176,ground.png,105,322,26,38,0.944964
1176,ground.png,182,322,26,38,0.924646
1176,ground.png,285,322,26,38,0.888118
1176,ground.png,260,322,26,38,0.880175
1176,ground.png,28,322,26,38,0.963307
1176,ground.png,363,322,26,38,0.873442
1176,ground.png,337,322,26,38,0.94294
1176,ground.png,234,322,26,38,0.962771
1176,ground.png,208,322,26,38,0.982015
1176,ground.png,311,322,26,38,0.962189
1176,ground.png,79,322,26,38,0.893626
1176,ground.png,2,322,26,38,0.981174
1176,ground.png,157,322,26,38,0.874405
1176,largeHillS.png,156,265,130,56,0.967065
1176,largeHillS.png,150,260,130,56,0.794901
1176,largeHillS.png,163,258,130,56,0.752721
1176,largeHillS.png,155,259,130,56,0.774217
1176,smallHillS.png,182,265,78,30,0.978299
1176,smallHillS.png,178,266,78,30,0.788959
1176,greenkoopaShellflipS.png,293,278,26,24,0.795068
1176,supMario2S.png,93,271,26,52,0.916264
